Date,Average Daily Expenditure on Medicine B in Dollars
12/12/2013,208.3780709
12/13/2013,267.551356
12/14/2013,249.0388099
12/15/2013,263.2015125
12/16/2013,266.1433907
12/17/2013,219.3611898
12/18/2013,238.7066761
12/19/2013,239.7744353
12/20/2013,323.5065265
12/21/2013,238.4149303
12/22/2013,270.396581
12/23/2013,230.8053428
12/24/2013,251.0564212
12/25/2013,260.6465889
12/26/2013,275.7548121
12/27/2013,255.3785221
12/28/2013,328.4954415
12/29/2013,206.0403519
12/30/2013,271.8204745
12/31/2013,256.0473581
1/1/2014,244.3063082
1/2/2014,242.6342143
1/3/2014,298.51246
1/4/2014,232.1118601
1/5/2014,274.0771105
1/6/2014,258.35105
1/7/2014,269.4262714
1/8/2014,273.2581283
1/9/2014,283.028
1/10/2014,280.4442722
1/11/2014,258.5817518
1/12/2014,252.9581503
1/13/2014,195.6399382
1/14/2014,228.4944758
1/15/2014,200.4100986
1/16/2014,206.7475486
1/17/2014,203.0361158
1/18/2014,162.9399411
1/19/2014,233.1870857
1/20/2014,235.4130768
1/21/2014,224.1351812
1/22/2014,216.0981714
1/23/2014,214.4323329
1/24/2014,246.5687126
1/25/2014,264.1947444
1/26/2014,298.9232857
1/27/2014,195.1521975
1/28/2014,251.1064764
1/29/2014,225.0082386
1/30/2014,224.0002508
1/31/2014,241.0969504
2/1/2014,282.3417397
2/2/2014,265.1580214
2/3/2014,218.1406168
2/4/2014,240.1894654
2/5/2014,292.7143326
2/6/2014,282.1388416
2/7/2014,274.7368583
2/8/2014,281.4445098
2/9/2014,326.5232657
2/10/2014,304.0344426
2/11/2014,311.6859067
2/12/2014,254.3733391
2/13/2014,291.8061986
2/14/2014,277.632829
2/15/2014,345.0795008
2/16/2014,283.5089293
2/17/2014,239.0092101
2/18/2014,265.5278438
2/19/2014,243.9383275
2/20/2014,246.0384408
2/21/2014,221.1880573
2/22/2014,246.1753926
2/23/2014,167.6032668
2/24/2014,286.5055125
2/25/2014,212.0457693
2/26/2014,259.3768061
2/27/2014,239.4772126
2/28/2014,269.3055856
3/1/2014,221.1146504
3/2/2014,185.8388
3/3/2014,239.0479012
3/4/2014,280.8296817
3/5/2014,226.2155631
3/6/2014,276.5144918
3/7/2014,278.3851614
3/8/2014,236.8827693
3/9/2014,291.6357368
3/10/2014,267.367675
3/11/2014,291.0919489
3/12/2014,287.0284528
3/13/2014,268.1727925
3/14/2014,232.31279
3/15/2014,306.9517755
3/16/2014,271.1689677
3/17/2014,267.8495644
3/18/2014,269.7436591
3/19/2014,249.5261277
3/20/2014,237.5962671
3/21/2014,237.8742862
3/22/2014,266.1394064
3/23/2014,280.0840455
3/24/2014,210.5917165
3/25/2014,218.6430559
3/26/2014,231.4917361
3/27/2014,235.7018167
3/28/2014,244.5876185
3/29/2014,232.5332238
3/30/2014,199.3672324
3/31/2014,233.5267912
4/1/2014,196.4892179
4/2/2014,250.6426119
4/3/2014,232.7440787
4/4/2014,241.1773585
4/5/2014,219.2852791
4/6/2014,228.6770228
4/7/2014,305.9165778
4/8/2014,287.7263254
4/9/2014,289.9107721
4/10/2014,400.1007807
4/11/2014,299.5343338
4/12/2014,287.4082219
4/13/2014,296.1715464
4/14/2014,306.2815247
4/15/2014,238.9501874
4/16/2014,229.8060025
4/17/2014,246.0856745
4/18/2014,252.1586923
4/19/2014,228.059525
4/20/2014,312.01543
4/21/2014,295.2692735
4/22/2014,257.7080379
4/23/2014,247.2525315
4/24/2014,251.5429126
4/25/2014,264.6532927
4/26/2014,286.6937191
4/27/2014,240.4952522
4/28/2014,269.5260097
4/29/2014,249.8937852
4/30/2014,236.0835884
5/1/2014,163.998962
5/2/2014,233.5828422
5/3/2014,258.3453526
5/4/2014,233.777724
5/5/2014,263.5293985
5/6/2014,271.8700247
5/7/2014,279.3914076
5/8/2014,275.0325567
5/9/2014,291.2157601
5/10/2014,328.0025938
5/11/2014,291.2696781
5/12/2014,246.330312
5/13/2014,243.0969681
5/14/2014,242.5240769
5/15/2014,284.5400334
5/16/2014,315.6955822
5/17/2014,204.1499437
5/18/2014,275.2443457
5/19/2014,258.6209557
5/20/2014,279.7967318
5/21/2014,292.1560831
5/22/2014,240.3114528
5/23/2014,275.0206455
5/24/2014,217.3188
5/25/2014,254.8653915
5/26/2014,258.3562682
5/27/2014,245.0449628
5/28/2014,322.5670146
5/29/2014,266.540656
5/30/2014,273.5253364
5/31/2014,274.2154797
6/1/2014,212.1058541
6/2/2014,252.3728863
6/3/2014,263.580324
6/4/2014,274.180315
6/5/2014,233.9157205
6/6/2014,265.9640531
6/7/2014,377.3772211
6/8/2014,352.3647619
6/9/2014,307.1234023
6/10/2014,250.7107112
6/11/2014,273.6843557
6/12/2014,289.9039122
6/13/2014,272.6136618
6/14/2014,306.7669407
6/15/2014,305.2604226
6/16/2014,275.3272809
6/17/2014,251.3307073
6/18/2014,256.8474967
6/19/2014,243.9599286
6/20/2014,249.4020834
6/21/2014,220.8679116
6/22/2014,216.5384154
6/23/2014,258.310026
6/24/2014,269.9912331
6/25/2014,268.0444308
6/26/2014,243.8748757
6/27/2014,347.7310724
6/28/2014,221.0897571
6/29/2014,271.0490866
6/30/2014,254.5173909
7/1/2014,238.8648118
7/2/2014,203.5426653
7/3/2014,244.828656
7/4/2014,252.3128723
7/5/2014,244.805705
7/6/2014,285.771359
7/7/2014,293.5082223
7/8/2014,245.6792257
7/9/2014,314.9793676
7/10/2014,254.662281
7/11/2014,298.9818361
7/12/2014,250.60106
7/13/2014,292.5309145
7/14/2014,228.6286392
7/15/2014,240.9174712
7/16/2014,255.0360528
7/17/2014,263.423412
7/18/2014,290.7912501
7/19/2014,303.1229382
7/20/2014,246.3940721
7/21/2014,275.2003142
7/22/2014,266.3827296
7/23/2014,256.1535361
7/24/2014,267.876091
7/25/2014,259.9211337
7/26/2014,223.5822509
7/27/2014,323.4560435
7/28/2014,269.8211741
7/29/2014,236.8445508
7/30/2014,249.5046808
7/31/2014,283.3555476
8/1/2014,244.5869695
8/2/2014,249.3790387
8/3/2014,236.206862
8/4/2014,231.0643114
8/5/2014,307.170396
8/6/2014,343.4049837
8/7/2014,287.3884313
8/8/2014,286.3381719
8/9/2014,269.0867588
8/10/2014,297.7399899
8/11/2014,372.7245083
8/12/2014,276.5803543
8/13/2014,282.9941755
8/14/2014,308.805724
8/15/2014,279.6523935
8/16/2014,253.5781997
8/17/2014,298.2453143
8/18/2014,248.0902826
8/19/2014,266.5675441
8/20/2014,259.1721321
8/21/2014,327.1506057
8/22/2014,271.570475
8/23/2014,299.0916029
8/24/2014,490.1801784
8/25/2014,276.939148
8/26/2014,307.9756062
8/27/2014,268.343968
8/28/2014,282.6812391
8/29/2014,280.214234
8/30/2014,342.6880162
8/31/2014,292.9178167
9/1/2014,223.660098
9/2/2014,240.9832433
9/3/2014,306.7487926
9/4/2014,204.0296202
9/5/2014,269.1213557
9/6/2014,269.8809675
9/7/2014,265.9240664
9/8/2014,307.8194273
9/9/2014,249.0556812
9/10/2014,275.4090896
9/11/2014,281.4535278
9/12/2014,293.9044494
9/13/2014,367.7494087
9/14/2014,365.7448735
9/15/2014,266.9997665
9/16/2014,296.9597342
9/17/2014,283.3430653
9/18/2014,272.1499099
9/19/2014,238.2648671
9/20/2014,265.0397271
9/21/2014,331.87341
9/22/2014,269.6818758
9/23/2014,288.4186311
9/24/2014,282.9795075
9/25/2014,292.7807425
9/26/2014,270.7469435
9/27/2014,239.6141702
9/28/2014,278.0116912
9/29/2014,297.6921009
9/30/2014,281.1815649
10/1/2014,232.7481548
10/2/2014,274.7423213
10/3/2014,314.532276
10/4/2014,264.8405179
10/5/2014,229.2535545
10/6/2014,297.1013411
10/7/2014,260.7765925
10/8/2014,305.7949273
10/9/2014,253.1607253
10/10/2014,293.7027476
10/11/2014,360.9849637
10/12/2014,301.8052622
10/13/2014,308.8588653
10/14/2014,286.6053392
10/15/2014,299.1766312
10/16/2014,274.1677023
10/17/2014,296.8690445
10/18/2014,295.9279508
10/19/2014,269.8765188
10/20/2014,276.3648527
10/21/2014,320.1539189
10/22/2014,295.0697952
10/23/2014,291.2693954
10/24/2014,296.1047144
10/25/2014,217.7091296
10/26/2014,248.0842207
10/27/2014,301.6940203
10/28/2014,236.8419955
10/29/2014,312.3867407
10/30/2014,304.6494125
10/31/2014,291.7130224
11/1/2014,242.4866611
11/2/2014,240.5003921
11/3/2014,232.1242557
11/4/2014,248.4510849
11/5/2014,307.5831855
11/6/2014,238.6446007
11/7/2014,296.2433967
11/8/2014,248.9993742
11/9/2014,295.6987527
11/10/2014,275.4775438
11/11/2014,248.2424384
11/12/2014,284.4664388
11/13/2014,298.6906332
11/14/2014,288.2943848
11/15/2014,304.6958819
11/16/2014,247.4383774
11/17/2014,275.5887508
11/18/2014,282.0775221
11/19/2014,278.3808376
11/20/2014,271.0038182
11/21/2014,309.0491892
11/22/2014,278.6239117
11/23/2014,259.902417
11/24/2014,281.3732119
11/25/2014,290.2239076
11/26/2014,299.4041065
11/27/2014,362.0025368
11/28/2014,286.7955137
11/29/2014,269.3618581
11/30/2014,288.3509571
12/1/2014,234.1329905
12/2/2014,235.0010502
12/3/2014,287.6324713
12/4/2014,236.3865718
12/5/2014,291.2738316
12/6/2014,273.6839037
12/7/2014,320.9346
12/8/2014,226.8178711
12/9/2014,285.6453513
12/10/2014,270.3235947
12/11/2014,307.8630539
12/12/2014,275.8114525
12/13/2014,288.3023854
12/14/2014,267.495737
12/15/2014,278.0322813
12/16/2014,286.192682
12/17/2014,288.1861446
12/18/2014,331.7140704
12/19/2014,243.2870024
12/20/2014,410.8448207
12/21/2014,441.0998382
12/22/2014,261.2333986
12/23/2014,295.4262985
12/24/2014,292.8826817
12/25/2014,382.8509333
12/26/2014,289.474723
12/27/2014,310.8412961
12/28/2014,309.6031
12/29/2014,272.6493836
12/30/2014,287.1306532
12/31/2014,298.3679427
1/1/2015,161.9952559
1/2/2015,199.679491
1/3/2015,396.4662444
1/4/2015,381.923816
1/5/2015,367.3813875
1/6/2015,352.8389591
1/7/2015,338.2965306
1/8/2015,323.7541022
1/9/2015,309.2116737
1/10/2015,294.6692453
1/11/2015,280.1268168
1/12/2015,265.5843884
1/13/2015,251.0419599
1/14/2015,246.5964778
1/15/2015,349.4358009
1/16/2015,211.4053184
1/17/2015,190.6158122
1/18/2015,308.2367024
1/19/2015,306.3256951
1/20/2015,278.5823483
1/21/2015,270.4166118
1/22/2015,303.0215649
1/23/2015,279.139923
1/24/2015,266.2733294
1/25/2015,277.257108
1/26/2015,285.6629433
1/27/2015,250.8804365
1/28/2015,246.7824294
1/29/2015,233.6997932
1/30/2015,262.3125424
1/31/2015,355.3099099
2/1/2015,231.0249753
2/2/2015,290.8639078
2/3/2015,309.9963016
2/4/2015,304.2438657
2/5/2015,298.4914299
2/6/2015,292.738994
2/7/2015,286.9865582
2/8/2015,281.2341223
2/9/2015,275.4816864
2/10/2015,269.7292506
2/11/2015,263.9768148
2/12/2015,258.2243789
2/13/2015,252.471943
2/14/2015,311.4714024
2/15/2015,253.4530063
2/16/2015,266.7589642
2/17/2015,283.2280619
2/18/2015,311.7716155
2/19/2015,257.6497138
2/20/2015,364.8262872
2/21/2015,333.6899073
2/22/2015,260.65825
2/23/2015,317.1402003
2/24/2015,293.5144042
2/25/2015,254.4988993
2/26/2015,274.4642713
2/27/2015,301.037471
2/28/2015,249.1976529
3/1/2015,205.7299335
3/2/2015,269.2076793
3/3/2015,303.9534512
3/4/2015,308.4098263
3/5/2015,312.8662015
3/6/2015,317.3225766
3/7/2015,321.7789517
3/8/2015,326.2353269
3/9/2015,330.6917021
3/10/2015,335.1480771
3/11/2015,339.6044522
3/12/2015,344.0608275
3/13/2015,348.5172025
3/14/2015,300.4285556
3/15/2015,259.0440529
3/16/2015,221.7385951
3/17/2015,258.8065114
3/18/2015,269.7833436
3/19/2015,278.6932736
3/20/2015,275.6372668
3/21/2015,321.746413
3/22/2015,326.6271047
3/23/2015,276.7568091
3/24/2015,287.9120239
3/25/2015,256.9316554
3/26/2015,265.6120912
3/27/2015,291.5028224
3/28/2015,411.403057
3/29/2015,231.8452929
3/30/2015,385.2081969
3/31/2015,280.7019583
4/1/2015,206.6105235
4/2/2015,268.7115989
4/3/2015,242.8130786
4/4/2015,243.034047
4/5/2015,243.2550155
4/6/2015,243.475984
4/7/2015,243.6969523
4/8/2015,243.9179208
4/9/2015,244.1388892
4/10/2015,244.3598576
4/11/2015,244.5808262
4/12/2015,244.8017945
4/13/2015,245.0227629
4/14/2015,245.2437314
4/15/2015,245.4646998
